0,note_on,17,F0,1,0.16985677083333334,0
0,note_on,19,G0,1,0.16979166666666667,0.5
0,note_on,21,A0,1,0.1240234375,1
0,note_on,23,B0,1,0.16979166666666656,1.5
0,note_on,19,G0,1,0.1893880208333334,2
0,note_on,21,A0,1,0.12408854166666661,2.5
0,note_on,17,F0,1,0.1698567708333334,3
0,note_on,23,B0,1,0.09798177083333348,3.25
0,note_on,19,G0,1,0.16979166666666679,3.5
0,note_on,21,A0,1,0.1436197916666666,3.75
0,note_on,23,B0,1,0.19589843750000036,7.75
0,note_on,17,F0,1,0.2677734375000007,8.5
0,note_on,21,A0,1,0.1436197916666675,9
0,note_on,19,G0,1,0.21555989583333357,9.5
0,note_on,23,B0,1,0.11751302083333393,9.75
0,note_on,17,F0,1,0.16979166666666679,10.25
0,note_on,21,A0,1,0.11751302083333393,10.75
0,note_on,19,G0,1,0.1893880208333325,11
0,note_on,23,B0,1,0.11757812499999964,11.5
0,note_on,17,F0,1,0.1632812500000007,11.75
0,note_on,17,F0,1,0.21549479166666785,16.25
0,note_on,21,A0,1,0.143684895833335,16.5
0,note_on,19,G0,1,0.18938802083333428,17
0,note_on,23,B0,1,0.143684895833335,17.5
0,note_on,19,G0,1,0.189322916666665,18
0,note_on,21,A0,1,0.18938802083333428,18.5
0,note_on,17,F0,1,0.143684895833335,19
0,note_on,23,B0,1,0.11757812500000142,19.25
0,note_on,19,G0,1,0.1632812500000007,19.5
0,note_on,21,A0,1,0.143684895833335,19.75
0,note_on,23,B0,1,0.18938802083333428,24
0,note_on,17,F0,1,0.22207031250000142,24.5
0,note_on,21,A0,1,0.169791666666665,25
0,note_on,19,G0,1,0.22200520833333215,25.5
0,note_on,23,B0,1,0.16985677083333428,26
0,note_on,17,F0,1,0.19583333333333286,26.25
0,note_on,21,A0,1,0.12408854166666572,26.5
0,note_on,19,G0,1,0.169791666666665,26.75
0,note_on,23,B0,1,0.1240234375,27
0,note_on,17,F0,1,0.1632812500000007,27.25
0,note_on,21,A0,1,0.11757812500000142,27.5
0,note_on,19,G0,1,0.14361979166666572,27.75
0,note_on,29,F1,1,0.75,33
0,note_on,31,G1,1,0.75,33.75
0,note_on,33,A1,1,0.75,34.5
0,note_on,35,B1,1,0.75,35.25
0,note_on,33,A1,1,0.75,36
0,note_on,31,G1,1,0.75,36.75
0,note_on,29,F1,1,1.5,37.5
0,note_on,23,B0,1,0.28736979166667,40
0,note_on,19,G0,1,0.21555989583333002,40.5
0,note_on,21,A0,1,0.12408854166666572,41
0,note_on,17,F0,1,0.21555989583333002,41.5
0,note_on,23,B0,1,0.19589843749999858,41.75
0,note_on,19,G0,1,0.16334635416666998,42
0,note_on,21,A0,1,0.16979166666666856,42.5
0,note_on,17,F0,1,0.18938802083333428,43
0,note_on,23,B0,1,0.12408854166666572,43.5
0,note_on,19,G0,1,0.14368489583333144,43.75
0,note_on,17,F0,1,0.19583333333333286,48
0,note_on,19,G0,1,0.16979166666666856,48.5
0,note_on,23,B0,1,0.18938802083333428,49
0,note_on,21,A0,1,0.14368489583333144,49.5
0,note_on,19,G0,1,0.14368489583333144,50
0,note_on,21,A0,1,0.11757812500000142,50.25
0,note_on,17,F0,1,0.16328124999999716,50.5
0,note_on,23,B0,1,0.11757812500000142,50.75
0,note_on,19,G0,1,0.16328124999999716,51
0,note_on,21,A0,1,0.14368489583333144,51.25
0,note_on,17,F0,1,0.18938802083333428,51.5
0,note_on,23,B0,1,0.1175130208333357,51.75
0,note_on,17,F0,1,0.18938802083333428,54
0,note_on,19,G0,1,0.14368489583333144,54.75
0,note_on,21,A0,1,0.14374999999999716,55.25
0,note_on,23,B0,1,0.14374999999999716,56
0,note_on,19,G0,1,0.2154947916666643,57
0,note_on,21,A0,1,0.16328124999999716,58
0,note_on,17,F0,1,0.12408854166666572,59.5
0,note_on,23,B0,1,0.16985677083333428,61
0,note_on,17,F0,1,0.2154947916666643,62
0,note_on,19,G0,1,0.19589843749999858,62.5
0,note_on,21,A0,1,0.12408854166666572,63
0,note_on,23,B0,1,0.14368489583333144,63.5
0,note_on,17,F0,1,0.11757812499999432,64
0,note_on,19,G0,1,0.14368489583333144,65
0,note_on,21,A0,1,0.14361979166666572,66
0,note_on,23,B0,1,0.18938802083333428,67
0,note_on,21,A0,1,0.16972656250000284,68
0,note_on,19,G0,1,0.16979166666666856,69
0,note_on,17,F0,1,0.16979166666666856,70
0,note_on,19,G0,1,0.14361979166666572,71
0,note_on,21,A0,1,0.16328124999999716,72
0,note_on,23,B0,1,0.16979166666666856,73
0,note_on,21,A0,1,0.14361979166666572,74
0,note_on,19,G0,1,0.14368489583333144,75
0,note_on,17,F0,1,0.14368489583333144,76
0,note_on,19,G0,1,0.16979166666666856,77
0,note_on,21,A0,1,0.16985677083333428,78
0,note_on,23,B0,1,0.24160156249999432,79
0,note_on,21,A0,1,0.18938802083333428,80
0,note_on,19,G0,1,0.23509114583333712,81
0,note_on,17,F0,1,0.1959635416666714,82
0,note_on,19,G0,1,0.16328124999999716,83
0,note_on,21,A0,1,0.16328124999999716,84
0,note_on,23,B0,1,0.14368489583333144,85
0,note_on,21,A0,1,0.15019531250000284,86
0,note_on,19,G0,1,0.14361979166666572,87
0,note_on,17,F0,1,0.16979166666666856,88
0,note_on,19,G0,1,0.16321614583333144,89
0,note_on,21,A0,1,0.14368489583333144,90
0,note_on,23,B0,1,0.1240234375,91
0,note_on,21,A0,1,0.14368489583333144,92
0,note_on,19,G0,1,0.18938802083333428,93
0,note_on,17,F0,1,0.16979166666666856,94
0,note_on,23,B0,1,0.14361979166666572,94.75
0,note_on,21,A0,1,0.16979166666666856,95
0,note_on,17,F0,1,0.18932291666666856,95.75
0,note_on,19,G0,1,0.1959635416666714,96
0,note_on,17,F0,1,0.189453125,97
0,note_on,19,G0,1,0.16979166666666856,98
0,note_on,23,B0,1,0.16328124999999716,99
0,note_on,21,A0,1,0.16979166666666856,100
0,note_on,17,F0,1,0.16985677083333428,101
0,note_on,19,G0,1,0.16979166666666856,102
0,note_on,23,B0,1,0.1959635416666714,103
0,note_on,21,A0,1,0.16979166666666856,104
0,note_on,17,F0,1,0.16979166666666856,105
0,note_on,19,G0,1,0.14368489583333144,106
0,note_on,23,B0,1,0.16979166666666856,107
0,note_on,21,A0,1,0.15019531250000284,108
0,note_on,17,F0,1,0.18932291666666856,109
0,note_on,19,G0,1,0.21542968750000568,110
0,note_on,23,B0,1,0.1959635416666714,111
0,note_on,21,A0,1,0.16979166666666856,112
0,note_on,17,F0,1,0.16979166666666856,113
0,note_on,19,G0,1,0.16979166666666856,114
0,note_on,23,B0,1,0.19589843750000568,115
0,note_on,21,A0,1,0.16985677083333428,116
0,note_on,17,F0,1,0.16979166666666856,117
0,note_on,19,G0,1,0.18938802083333428,118
0,note_on,23,B0,1,0.18938802083333428,118.75
0,note_on,21,A0,1,0.1959635416666714,119.75
0,note_on,17,F0,1,0.16979166666666856,121
0,note_on,19,G0,1,0.16979166666666856,122
0,note_on,23,B0,1,0.24160156249999432,123
0,note_on,21,A0,1,0.16979166666666856,124
0,note_on,17,F0,1,0.19589843750000568,125
0,note_on,19,G0,1,0.19589843750000568,126
0,note_on,23,B0,1,0.16979166666666856,127
0,note_on,29,F1,1,2.5,128
0,note_on,35,B1,1,2,131
0,note_on,19,G0,1,0.5,133
0,note_on,33,A1,1,3,134
0,note_on,29,F1,1,2,137
0,note_on,31,G1,1,1,139
0,note_on,33,A1,1,2,142
0,note_on,35,B1,1,2,144
0,note_on,31,G1,1,1,146
0,note_on,29,F1,1,1,147
0,note_on,33,A1,1,1,148
0,note_on,35,B1,1,1,149
0,note_on,31,G1,1,1.5,150
0,note_on,33,A1,1,1.5,150
0,note_on,35,B1,1,3.5,151.5
0,note_on,17,F0,1,0.25,155
0,note_on,19,G0,1,0.25,155.25
0,note_on,21,A0,1,0.25,155.5
0,note_on,35,B1,1,1.75,155.75
0,note_on,33,A1,1,1.5,157.5
0,note_on,31,G1,1,1,159
0,note_on,29,F1,1,2,160
0,note_on,23,B0,1,0.5,162
0,note_on,19,G0,1,0.5,162.75
0,note_on,21,A0,1,0.5,163.5
0,note_on,29,F1,1,1.75,164.25
0,note_on,21,A0,1,0.5,166
0,note_on,19,G0,1,0.5,166.75
0,note_on,23,B0,1,0.5,167.5
0,note_on,17,F0,1,0.5123046875000057,168.25
0,note_on,23,B0,1,0.5,169
0,note_on,21,A0,1,0.5123046875000057,170
0,note_on,19,G0,1,0.5123046875000057,171
0,note_on,29,F1,1,2,172
0,note_on,19,G0,1,0.5,174
0,note_on,21,A0,1,0.5,174.75
0,note_on,19,G0,1,0.5,175.5
0,note_on,35,B1,1,3.75,176.25
0,note_on,33,A1,1,4,180
0,note_on,31,G1,1,1.5,184
0,note_on,29,F1,1,4,185.5
0,note_on,31,G1,1,2.5,189.5
0,note_on,33,A1,1,2.5,189.5
0,note_on,29,F1,1,0.75,192.5
0,note_on,31,G1,1,0.75,193.25
0,note_on,33,A1,1,0.75,194
0,note_on,35,B1,1,0.75,194.75
0,note_on,33,A1,1,0.75,195.5
0,note_on,31,G1,1,0.75,196.25
0,note_on,29,F1,1,11,197
0,note_on,35,B1,1,0.75,208.5
0,note_on,33,A1,1,0.75,209.25
0,note_on,31,G1,1,0.75,210
0,note_on,29,F1,1,0.75,210.75
0,note_on,31,G1,1,0.75,211.5
0,note_on,33,A1,1,0.75,212.25
0,note_on,35,B1,1,11,213
0,note_on,29,F1,1,0.75,224.5
0,note_on,31,G1,1,0.75,225.25
0,note_on,33,A1,1,0.75,226
0,note_on,35,B1,1,0.75,226.75
0,note_on,33,A1,1,0.75,227.5
0,note_on,31,G1,1,0.75,228.25
0,note_on,29,F1,1,11,229
0,note_on,35,B1,1,0.75,240.5
0,note_on,33,A1,1,0.75,241.25
0,note_on,31,G1,1,0.75,242
0,note_on,29,F1,1,0.75,242.75
0,note_on,31,G1,1,0.75,243.5
0,note_on,33,A1,1,0.75,244.25
0,note_on,35,B1,1,11,245
0,note_on,17,F0,1,0.12773437499998863,256
0,note_on,19,G0,1,0.15091145833332575,257
0,note_on,21,A0,1,0.15091145833332575,257
0,note_on,23,B0,1,0.17408854166666288,258.5
0,note_on,19,G0,1,0.17415364583331439,259
0,note_on,21,A0,1,0.17415364583331439,259
0,note_on,17,F0,1,0.19160156250001137,260
0,note_on,19,G0,1,0.15091145833332575,261
0,note_on,21,A0,1,0.15091145833332575,261
0,note_on,23,B0,1,0.16835937500002274,262.5
0,note_on,19,G0,1,0.15091145833332575,263
0,note_on,21,A0,1,0.15091145833332575,263
0,note_on,17,F0,1,0.16829427083331439,264
0,note_on,19,G0,1,0.15091145833332575,265
0,note_on,21,A0,1,0.15091145833332575,265
0,note_on,23,B0,1,0.14518229166668561,266.5
0,note_on,19,G0,1,0.14511718749997726,267
0,note_on,21,A0,1,0.14511718749997726,267
0,note_on,17,F0,1,0.16835937500002274,268
0,note_on,19,G0,1,0.12773437499998863,269
0,note_on,21,A0,1,0.12773437499998863,269
0,note_on,23,B0,1,0.11028645833334849,269.5
0,note_on,17,F0,1,0.17415364583331439,269.75
0,note_on,21,A0,1,0.12773437499998863,270.25
0,note_on,19,G0,1,0.12773437499998863,270.5
0,note_on,23,B0,1,0.14505208333332575,271
0,note_on,17,F0,1,0.19153645833335986,271.5
0,note_on,23,B0,1,0.15097656249997726,272
0,note_on,19,G0,1,0.12766927083333712,273
0,note_on,21,A0,1,0.12766927083333712,273
0,note_on,23,B0,1,0.15091145833332575,274.5
0,note_on,19,G0,1,0.11028645833334849,275
0,note_on,21,A0,1,0.11028645833334849,275
0,note_on,17,F0,1,0.12773437499998863,276
0,note_on,19,G0,1,0.15091145833332575,277
0,note_on,21,A0,1,0.15091145833332575,277
0,note_on,17,F0,1,0.208984375,278.5
0,note_on,19,G0,1,0.13352864583333712,279
0,note_on,21,A0,1,0.13352864583333712,279
